,confirmed,country,deaths,datetime,province,recovered,date
1058,168,Mainland China,0,2020-02-15 06:33:01,Yunnan,42,2020-02-15
1061,70,Mainland China,0,2020-02-15 08:43:03,Ningxia,33,2020-02-15
1059,470,Mainland China,1,2020-02-15 08:43:03,Sichuan,119,2020-02-15
1060,18,Mainland China,0,2020-02-15 08:43:03,Qinghai,13,2020-02-15
1062,119,Mainland China,1,2020-02-15 09:53:01,Liaoning,31,2020-02-15
1063,70,Mainland China,1,2020-02-15 09:53:01,Xinjiang,10,2020-02-15
1064,375,Mainland China,4,2020-02-15 09:53:01,Beijing,98,2020-02-15
1065,162,Mainland China,4,2020-02-15 11:23:17,Hainan,39,2020-02-15
1066,1162,Mainland China,0,2020-02-15 11:23:17,Zhejiang,428,2020-02-15
1067,532,Mainland China,2,2020-02-15 11:23:17,Shandong,156,2020-02-15
1068,425,Mainland China,11,2020-02-15 11:43:01,Heilongjiang,68,2020-02-15
1069,232,Mainland China,0,2020-02-15 12:13:08,Shaanxi,60,2020-02-15
1070,604,Mainland China,0,2020-02-15 12:13:08,Jiangsu,186,2020-02-15
1071,950,Mainland China,6,2020-02-15 12:13:08,Anhui,221,2020-02-15
1072,90,Mainland China,2,2020-02-15 12:13:08,Gansu,49,2020-02-15
1073,1212,Mainland China,13,2020-02-15 12:13:08,Henan,391,2020-02-15
1074,88,Mainland China,1,2020-02-15 12:13:08,Jilin,26,2020-02-15
1077,1001,Mainland China,2,2020-02-15 13:03:04,Hunan,425,2020-02-15
1076,285,Mainland China,0,2020-02-15 13:03:04,Fujian,71,2020-02-15
1075,291,Mainland China,3,2020-02-15 13:03:04,Hebei,101,2020-02-15
1078,122,Mainland China,3,2020-02-15 13:43:01,Tianjin,37,2020-02-15
1079,68,Mainland China,0,2020-02-15 14:03:04,Inner Mongolia,7,2020-02-15
1080,1294,Mainland China,2,2020-02-15 14:03:04,Guangdong,410,2020-02-15
1081,143,Mainland China,1,2020-02-15 14:53:04,Guizhou,41,2020-02-15
1082,285,Others,0,2020-02-15 17:03:04,Diamond Princess cruise ship,0,2020-02-15
1083,2,Spain,0,2020-02-15 17:23:04,Spain,2,2020-02-15
1084,43,Japan,1,2020-02-15 17:43:06,Japan,12,2020-02-15
1085,12,France,1,2020-02-15 20:53:02,France,4,2020-02-15
1086,56249,Mainland China,1596,2020-02-15 23:13:05,Hubei,5623,2020-02-15
1087,128,Mainland China,0,2020-02-15 23:13:05,Shanxi,46,2020-02-15
1088,544,Mainland China,5,2020-02-15 23:23:07,Chongqing,184,2020-02-15
1089,28,South Korea,0,2020-02-15 23:33:02,South Korea,9,2020-02-15
1090,22,Malaysia,0,2020-02-15 23:43:02,Malaysia,7,2020-02-15
1091,72,Singapore,0,2020-02-15 23:53:02,Singapore,18,2020-02-15
1092,29,South Korea,0,2020-02-16 01:33:02,South Korea,9,2020-02-16
1093,328,Mainland China,1,2020-02-16 02:53:02,Shanghai,140,2020-02-16
1094,355,Others,0,2020-02-16 03:43:02,Diamond Princess cruise ship,0,2020-02-16
1095,3,India,0,2020-02-16 07:43:02,India,3,2020-02-16
1096,70,Mainland China,0,2020-02-16 08:33:02,Inner Mongolia,8,2020-02-16
1097,71,Mainland China,1,2020-02-16 08:33:02,Xinjiang,12,2020-02-16
1098,962,Mainland China,6,2020-02-16 08:33:02,Anhui,255,2020-02-16
1099,144,Mainland China,1,2020-02-16 09:13:09,Guizhou,46,2020-02-16
1100,1167,Mainland China,0,2020-02-16 09:33:02,Zhejiang,456,2020-02-16
1101,617,Mainland China,0,2020-02-16 09:33:02,Jiangsu,218,2020-02-16
1102,57,Hong Kong,1,2020-02-16 09:53:01,Hong Kong,2,2020-02-16
1103,171,Mainland China,0,2020-02-16 09:53:01,Yunnan,42,2020-02-16
1104,89,Mainland China,1,2020-02-16 10:03:06,Jilin,30,2020-02-16
1105,481,Mainland China,3,2020-02-16 10:03:06,Sichuan,131,2020-02-16
1106,380,Mainland China,4,2020-02-16 10:03:06,Beijing,108,2020-02-16
1107,925,Mainland China,1,2020-02-16 10:03:06,Jiangxi,240,2020-02-16
1108,20,Taiwan,1,2020-02-16 11:23:06,Taiwan,2,2020-02-16
1116,10,Macau,0,2020-02-16 12:03:06,Macau,5,2020-02-16
1115,237,Mainland China,2,2020-02-16 12:03:06,Guangxi,49,2020-02-16
1114,300,Mainland China,3,2020-02-16 12:03:06,Hebei,105,2020-02-16
1113,162,Mainland China,4,2020-02-16 12:03:06,Hainan,52,2020-02-16
1111,537,Mainland China,2,2020-02-16 12:03:06,Shandong,173,2020-02-16
1110,121,Mainland China,1,2020-02-16 12:03:06,Liaoning,40,2020-02-16
1109,287,Mainland China,0,2020-02-16 12:03:06,Fujian,82,2020-02-16
1112,1316,Mainland China,2,2020-02-16 12:03:06,Guangdong,465,2020-02-16
1117,124,Mainland China,3,2020-02-16 12:23:02,Tianjin,45,2020-02-16
1118,1004,Mainland China,3,2020-02-16 13:13:04,Hunan,464,2020-02-16
1121,90,Mainland China,2,2020-02-16 13:53:03,Gansu,54,2020-02-16
1119,445,Mainland China,11,2020-02-16 13:53:03,Heilongjiang,79,2020-02-16
1120,1231,Mainland China,13,2020-02-16 13:53:03,Henan,440,2020-02-16
1122,236,Mainland China,0,2020-02-16 13:53:03,Shaanxi,71,2020-02-16
1123,9,UK,0,2020-02-16 16:23:06,UK,8,2020-02-16
1124,75,Singapore,0,2020-02-16 16:23:06,Singapore,18,2020-02-16
1125,59,Japan,1,2020-02-16 17:43:03,Japan,12,2020-02-16
1126,34,Thailand,0,2020-02-16 18:03:02,Thailand,14,2020-02-16
1127,9,United Arab Emirates,0,2020-02-16 20:43:02,United Arab Emirates,4,2020-02-16
1129,129,Mainland China,0,2020-02-16 23:53:01,Shanxi,50,2020-02-16
1128,58182,Mainland China,1696,2020-02-16 23:53:01,Hubei,6639,2020-02-16
1130,551,Mainland China,5,2020-02-16 23:53:01,Chongqing,207,2020-02-16
1131,381,Mainland China,4,2020-02-17 01:23:02,Beijing,114,2020-02-17
1132,930,Mainland China,1,2020-02-17 01:33:02,Jiangxi,275,2020-02-17
1133,75,Mainland China,1,2020-02-17 01:53:01,Xinjiang,12,2020-02-17
1134,72,Mainland China,0,2020-02-17 02:03:06,Inner Mongolia,8,2020-02-17
1135,1,Belgium,0,2020-02-17 04:23:06,Belgium,1,2020-02-17
1136,35,Thailand,0,2020-02-17 07:33:02,Thailand,15,2020-02-17
1137,457,Mainland China,11,2020-02-17 08:03:06,Heilongjiang,85,2020-02-17
1138,5,Canada,0,2020-02-17 08:03:07,British Columbia,0,2020-02-17
1139,2,Australia,0,2020-02-17 08:13:09,South Australia,2,2020-02-17
1140,973,Mainland China,6,2020-02-17 09:13:07,Anhui,280,2020-02-17
1141,626,Mainland China,0,2020-02-17 10:23:04,Jiangsu,258,2020-02-17
1142,171,Mainland China,0,2020-02-17 10:23:04,Yunnan,47,2020-02-17
1143,238,Mainland China,2,2020-02-17 10:23:04,Guangxi,53,2020-02-17
1144,290,Mainland China,0,2020-02-17 10:23:04,Fujian,90,2020-02-17
1145,163,Mainland China,4,2020-02-17 11:03:06,Hainan,59,2020-02-17
1146,89,Mainland China,1,2020-02-17 11:03:06,Jilin,34,2020-02-17
1147,70,Mainland China,0,2020-02-17 11:03:06,Ningxia,35,2020-02-17
1148,541,Mainland China,2,2020-02-17 11:03:06,Shandong,191,2020-02-17
1150,146,Mainland China,1,2020-02-17 11:13:16,Guizhou,57,2020-02-17
1149,121,Mainland China,1,2020-02-17 11:13:16,Liaoning,43,2020-02-17
1151,1171,Mainland China,0,2020-02-17 11:23:06,Zhejiang,507,2020-02-17
1152,240,Mainland China,0,2020-02-17 11:43:01,Shaanxi,79,2020-02-17
1153,1006,Mainland China,3,2020-02-17 11:43:01,Hunan,498,2020-02-17
1154,125,Mainland China,3,2020-02-17 12:43:02,Tianjin,46,2020-02-17
1155,1322,Mainland China,4,2020-02-17 12:43:02,Guangdong,524,2020-02-17
1156,301,Mainland China,3,2020-02-17 13:03:06,Hebei,122,2020-02-17
1157,495,Mainland China,3,2020-02-17 13:13:09,Sichuan,156,2020-02-17
1160,66,Japan,1,2020-02-17 14:33:04,Japan,12,2020-02-17
1159,77,Singapore,0,2020-02-17 14:33:04,Singapore,24,2020-02-17
1158,454,Others,0,2020-02-17 14:33:04,Diamond Princess cruise ship,0,2020-02-17
1161,91,Mainland China,2,2020-02-17 14:53:02,Gansu,58,2020-02-17
1162,1246,Mainland China,16,2020-02-17 14:53:02,Henan,509,2020-02-17
1163,22,Taiwan,1,2020-02-17 15:43:02,Taiwan,2,2020-02-17
1164,60,Hong Kong,1,2020-02-17 22:53:01,Hong Kong,2,2020-02-17
1165,130,Mainland China,0,2020-02-17 22:53:01,Shanxi,53,2020-02-17
1166,59989,Mainland China,1789,2020-02-17 23:13:06,Hubei,7862,2020-02-17
1167,553,Mainland China,5,2020-02-17 23:13:06,Chongqing,225,2020-02-17
1168,30,South Korea,0,2020-02-17 23:43:01,South Korea,10,2020-02-17
1169,333,Mainland China,1,2020-02-17 23:53:02,Shanghai,161,2020-02-17
